"","id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Satisfaction"
"11253",50121,"Female","Loyal Customer",33,"Business travel","Eco",326,2,4,4,4,2,2,2,2,2,2,3,2,4,2,65,55,"dissatisfied"
"8720",15058,"Male","Loyal Customer",18,"Personal Travel","Eco",576,1,5,1,2,2,1,4,2,2,1,3,3,1,2,0,0,"neutral"
"20439",72422,"Male","Loyal Customer",39,"Business travel","Business",985,1,1,1,1,3,4,5,4,4,5,4,3,4,3,0,7,"satisfied"
"14717",126455,"Male","Loyal Customer",50,"Business travel","Business",1849,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,0,"satisfied"
"14858",111606,"Male","Loyal Customer",43,"Business travel","Business",1878,2,2,4,2,3,4,5,5,5,5,5,5,5,5,26,77,"satisfied"
"16857",129559,"Female","Loyal Customer",58,"Personal Travel","Eco",2342,4,0,4,4,4,5,5,3,3,4,3,3,3,4,0,0,"dissatisfied"
"14536",104328,"Male","Loyal Customer",42,"Business travel","Business",1959,3,1,1,1,5,3,3,3,3,3,3,4,3,4,70,58,"neutral"
"6098",6579,"Female","Loyal Customer",54,"Business travel","Business",607,5,5,5,5,5,4,4,4,4,4,4,3,4,4,2,0,"satisfied"
"17533",59878,"Female","Loyal Customer",58,"Business travel","Business",1023,3,3,3,3,2,5,5,4,4,4,4,3,4,3,0,0,"satisfied"
"2037",43862,"Female","Loyal Customer",37,"Business travel","Business",2950,0,4,0,2,4,4,4,5,5,5,5,2,5,3,0,0,"satisfied"
"18697",100251,"Male","disloyal Customer",35,"Business travel","Business",1053,2,2,2,4,2,2,2,2,5,2,4,4,5,2,27,46,"neutral"
"11015",116934,"Female","Loyal Customer",39,"Business travel","Business",304,5,5,5,5,2,5,4,5,5,5,5,4,5,4,3,3,"satisfied"
"24125",89246,"Male","Loyal Customer",51,"Personal Travel","Eco Plus",1947,1,4,0,1,5,0,1,5,4,2,3,3,5,5,11,0,"dissatisfied"
"25034",64416,"Male","Loyal Customer",36,"Business travel","Business",1158,3,3,3,3,3,4,4,5,5,5,5,5,5,4,0,0,"satisfied"
"11416",51158,"Male","Loyal Customer",48,"Personal Travel","Eco",250,4,4,4,3,1,4,1,1,4,2,5,5,5,1,0,23,"dissatisfied"
"1078",112399,"Female","Loyal Customer",47,"Business travel","Business",3240,1,1,1,1,2,4,5,4,4,4,4,4,4,3,12,2,"satisfied"
"5015",47561,"Female","Loyal Customer",67,"Personal Travel","Eco Plus",590,1,5,1,5,5,5,4,3,3,1,3,5,3,3,0,0,"neutral"
"22042",72490,"Female","Loyal Customer",40,"Business travel","Business",1705,1,1,1,1,5,4,5,4,4,4,4,4,4,3,0,0,"satisfied"
"22763",43715,"Female","Loyal Customer",16,"Personal Travel","Eco",257,1,2,0,2,2,0,2,2,2,5,3,4,2,2,0,0,"neutral"
"1313",67758,"Female","Loyal Customer",31,"Business travel","Eco",1242,3,5,5,5,3,3,3,3,1,4,4,2,4,3,0,0,"neutral"
"185",42609,"Female","Loyal Customer",25,"Business travel","Business",2533,5,5,5,5,2,2,2,2,5,1,2,1,3,2,0,0,"satisfied"
"24317",117251,"Male","Loyal Customer",18,"Personal Travel","Eco",647,4,5,4,2,5,4,5,5,1,2,3,5,3,5,3,0,"neutral"
"413",17491,"Male","Loyal Customer",26,"Business travel","Eco",352,3,5,5,5,3,3,1,3,4,3,4,2,4,3,108,99,"dissatisfied"
"4723",111393,"Female","Loyal Customer",33,"Personal Travel","Eco",1180,3,5,4,3,5,4,5,5,3,5,4,3,4,5,6,0,"neutral"
"10762",109135,"Female","Loyal Customer",50,"Business travel","Business",483,3,3,3,3,5,5,5,4,4,4,4,3,4,3,4,3,"satisfied"
"17717",59874,"Male","Loyal Customer",58,"Business travel","Business",2615,3,3,3,3,5,4,5,4,4,5,4,3,4,4,19,16,"satisfied"
"15414",4155,"Male","disloyal Customer",26,"Business travel","Eco",427,2,2,2,3,1,2,1,1,2,5,3,3,3,1,0,0,"neutral"
"4875",50995,"Male","Loyal Customer",11,"Personal Travel","Eco",110,2,2,2,3,2,2,2,2,2,4,4,3,4,2,70,64,"dissatisfied"
"9753",68202,"Female","Loyal Customer",44,"Personal Travel","Business",432,3,2,3,3,3,4,4,1,1,3,1,4,1,1,50,38,"neutral"
"16948",5425,"Female","Loyal Customer",56,"Business travel","Business",3668,5,5,5,5,5,5,5,4,4,4,4,4,4,3,0,9,"satisfied"
"14745",109061,"Male","Loyal Customer",44,"Business travel","Eco",1105,4,5,5,5,4,4,4,4,4,2,3,3,2,4,0,0,"dissatisfied"
"3799",107967,"Female","Loyal Customer",37,"Business travel","Business",825,1,1,1,1,3,4,4,3,3,4,3,3,3,3,8,0,"satisfied"
"4256",88731,"Male","Loyal Customer",7,"Personal Travel","Eco",406,4,4,4,2,4,4,1,4,3,4,4,4,4,4,0,9,"neutral"
"14804",15756,"Female","Loyal Customer",30,"Personal Travel","Eco",431,4,4,4,5,4,4,1,4,1,1,2,3,4,4,38,16,"dissatisfied"
"3581",32838,"Female","Loyal Customer",66,"Personal Travel","Eco",216,0,0,0,3,2,5,5,5,5,0,5,5,5,3,17,15,"satisfied"
"11160",28924,"Female","Loyal Customer",48,"Business travel","Eco",679,3,2,2,2,4,2,4,3,3,3,3,2,3,3,0,0,"satisfied"
"19513",77162,"Male","Loyal Customer",54,"Business travel","Eco",1450,3,4,4,4,3,3,3,3,3,4,4,2,3,3,63,92,"neutral"
"6601",112817,"Female","disloyal Customer",46,"Business travel","Business",1211,3,3,3,3,3,3,3,3,4,5,5,3,4,3,9,0,"dissatisfied"
"4713",57468,"Female","Loyal Customer",73,"Business travel","Eco Plus",334,2,2,2,2,1,3,3,2,2,2,2,3,2,4,0,0,"neutral"
"24933",35991,"Male","Loyal Customer",69,"Personal Travel","Eco",2496,2,2,1,4,1,1,1,2,1,3,4,1,2,1,0,28,"neutral"
"16663",77894,"Female","Loyal Customer",44,"Business travel","Business",3596,4,4,4,4,4,4,5,5,5,5,5,5,5,3,0,0,"satisfied"
"20750",18524,"Male","disloyal Customer",30,"Business travel","Eco",192,2,0,2,2,5,2,5,5,1,2,3,2,3,5,0,0,"dissatisfied"
"6790",38914,"Male","disloyal Customer",39,"Business travel","Eco",162,2,0,2,1,4,2,3,4,1,2,4,1,5,4,0,0,"neutral"
"6491",113507,"Male","Loyal Customer",75,"Business travel","Business",2576,4,5,5,5,4,2,3,4,4,4,4,4,4,3,5,4,"dissatisfied"
"19585",22901,"Male","Loyal Customer",58,"Personal Travel","Eco Plus",147,1,5,0,4,5,0,1,5,5,5,3,4,5,5,0,0,"neutral"
"18650",107678,"Male","Loyal Customer",43,"Business travel","Eco",251,4,4,1,1,5,4,5,5,3,1,3,2,3,5,0,0,"dissatisfied"
"618",49436,"Female","Loyal Customer",39,"Business travel","Business",209,5,5,5,5,2,4,5,4,4,4,3,1,4,1,0,2,"satisfied"
"18289",47743,"Male","Loyal Customer",41,"Business travel","Business",329,5,5,5,5,1,1,5,4,4,4,4,4,4,2,0,0,"satisfied"
"15034",76219,"Female","Loyal Customer",32,"Business travel","Business",1399,1,1,1,1,4,4,4,4,4,4,4,5,4,4,0,0,"satisfied"
"8529",53294,"Female","Loyal Customer",33,"Business travel","Business",758,1,3,3,3,5,3,3,1,1,1,1,1,1,2,0,1,"neutral"
"10266",75493,"Male","Loyal Customer",39,"Business travel","Business",2585,1,2,1,1,3,3,5,4,4,4,4,3,4,3,3,0,"satisfied"
"539",74151,"Female","Loyal Customer",36,"Business travel","Business",2046,4,1,1,1,2,3,4,4,4,3,4,1,4,2,0,62,"dissatisfied"
"25532",7178,"Female","Loyal Customer",31,"Business travel","Business",3650,2,4,4,4,2,2,2,2,4,4,3,3,4,2,69,103,"dissatisfied"
"13978",102192,"Male","Loyal Customer",41,"Business travel","Business",1953,2,2,2,2,2,5,4,2,2,3,2,5,2,4,0,0,"satisfied"
"3625",50373,"Female","disloyal Customer",38,"Business travel","Eco",209,1,0,1,4,4,1,4,4,3,3,2,4,1,4,13,33,"neutral"
"23252",88346,"Male","Loyal Customer",55,"Business travel","Business",240,2,2,2,2,4,2,3,2,2,3,2,3,2,2,14,9,"dissatisfied"
"19846",48674,"Male","Loyal Customer",51,"Business travel","Business",134,2,2,5,2,5,4,5,5,5,5,4,5,5,3,0,0,"satisfied"
"22002",128943,"Male","disloyal Customer",20,"Business travel","Eco",414,2,1,2,3,5,2,5,5,1,2,3,2,2,5,0,0,"neutral"
"15582",4688,"Female","Loyal Customer",58,"Personal Travel","Eco",489,2,3,2,1,3,1,2,1,1,2,1,4,1,4,0,0,"dissatisfied"
"23199",15773,"Female","Loyal Customer",62,"Business travel","Business",198,4,5,5,5,1,4,1,3,2,3,4,1,3,1,285,251,"neutral"
"23389",31302,"Female","Loyal Customer",23,"Business travel","Business",680,3,3,3,3,5,4,5,5,4,4,4,4,3,5,6,2,"satisfied"
"23185",39979,"Male","disloyal Customer",19,"Business travel","Eco",1404,2,2,2,4,2,2,2,2,1,3,3,2,4,2,40,34,"neutral"
"19392",71821,"Female","disloyal Customer",21,"Business travel","Eco",760,5,5,5,3,3,5,1,3,4,2,4,4,5,3,0,0,"satisfied"
"9637",30546,"Female","Loyal Customer",42,"Business travel","Business",896,3,3,3,3,3,3,4,5,5,5,5,4,5,2,8,8,"satisfied"
"13369",33918,"Female","Loyal Customer",62,"Personal Travel","Eco",636,1,5,1,5,2,4,4,2,2,1,2,4,2,4,0,3,"neutral"
"6804",81672,"Female","Loyal Customer",56,"Business travel","Business",3524,4,4,4,4,2,5,5,5,5,5,5,5,5,5,0,0,"satisfied"
"2211",101451,"Female","Loyal Customer",38,"Business travel","Business",345,1,1,1,1,3,5,5,5,5,4,5,5,5,4,0,0,"satisfied"
"2286",90372,"Male","Loyal Customer",60,"Business travel","Business",2438,1,1,1,1,4,5,4,4,4,4,4,5,4,3,0,0,"satisfied"
"22177",29519,"Female","Loyal Customer",36,"Business travel","Business",1870,3,3,3,3,2,1,3,4,4,4,4,4,4,4,0,0,"satisfied"
"7684",34677,"Male","Loyal Customer",30,"Business travel","Business",2525,0,0,0,2,4,4,4,4,5,3,3,5,5,4,14,22,"satisfied"
"25871",95440,"Female","Loyal Customer",41,"Business travel","Business",293,4,4,4,4,4,5,5,5,5,5,5,5,5,3,0,0,"satisfied"
"15585",99311,"Female","Loyal Customer",37,"Business travel","Business",337,5,5,5,5,3,4,5,3,3,4,3,5,3,3,6,0,"satisfied"
"21893",122766,"Female","disloyal Customer",37,"Business travel","Eco Plus",651,2,2,2,3,4,2,1,4,2,3,3,4,3,4,0,0,"dissatisfied"
"20597",45226,"Male","Loyal Customer",63,"Business travel","Eco",911,4,4,4,4,5,4,5,5,2,5,3,3,4,5,130,124,"neutral"
"12936",10216,"Female","Loyal Customer",24,"Business travel","Business",3332,2,2,2,2,5,4,5,5,4,2,5,3,5,5,61,69,"satisfied"
"9271",121975,"Female","Loyal Customer",51,"Business travel","Business",185,3,3,3,3,2,5,4,3,3,4,5,3,3,3,0,0,"satisfied"
"9433",93655,"Female","Loyal Customer",46,"Business travel","Eco Plus",547,2,2,2,2,2,4,4,2,2,2,2,1,2,1,3,0,"dissatisfied"
"7826",63909,"Male","disloyal Customer",35,"Business travel","Business",1172,3,3,3,3,5,3,2,5,3,5,3,4,4,5,0,6,"neutral"
"1706",14774,"Female","Loyal Customer",19,"Business travel","Business",2596,4,4,4,4,4,4,4,4,1,4,2,2,5,4,0,4,"satisfied"
"14751",71330,"Female","Loyal Customer",52,"Business travel","Business",1514,4,4,4,4,5,5,5,5,5,4,5,3,5,4,3,0,"satisfied"
"24263",18331,"Male","Loyal Customer",28,"Business travel","Business",625,5,5,5,5,5,5,5,5,2,1,1,3,5,5,21,9,"satisfied"
"25449",38188,"Female","Loyal Customer",7,"Personal Travel","Eco",1121,1,5,2,1,5,2,5,5,4,2,4,3,5,5,0,0,"neutral"
"15024",69647,"Female","Loyal Customer",48,"Business travel","Business",569,5,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0,"satisfied"
"8081",53841,"Female","Loyal Customer",45,"Business travel","Eco",191,1,1,1,1,3,3,4,1,1,1,1,1,1,2,0,0,"dissatisfied"
"8949",81053,"Male","Loyal Customer",13,"Personal Travel","Eco",1175,1,3,0,4,4,0,4,4,4,2,2,4,3,4,0,0,"neutral"
"988",41865,"Male","Loyal Customer",25,"Personal Travel","Eco",483,3,1,3,4,5,3,5,5,4,5,4,5,5,5,5,0,"neutral"
"10687",122287,"Female","Loyal Customer",57,"Personal Travel","Eco",544,3,3,3,4,3,1,5,5,5,3,5,2,5,1,0,6,"neutral"
"25938",43595,"Male","Loyal Customer",37,"Business travel","Business",228,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0,"satisfied"
"11061",109925,"Female","Loyal Customer",21,"Personal Travel","Eco",971,2,5,2,3,5,2,5,5,5,3,4,3,5,5,38,37,"neutral"
"21191",22382,"Female","disloyal Customer",23,"Business travel","Eco",238,3,1,2,3,5,2,5,5,1,4,2,4,3,5,0,7,"neutral"
"21972",66118,"Male","Loyal Customer",39,"Business travel","Business",583,3,3,3,3,4,4,5,4,4,4,4,5,4,3,66,61,"satisfied"
"9426",50447,"Female","Loyal Customer",76,"Business travel","Business",3689,0,4,0,2,3,2,5,1,1,3,3,1,1,3,0,0,"satisfied"
"12637",121109,"Female","Loyal Customer",11,"Personal Travel","Business",2521,3,5,3,4,1,3,1,1,3,4,5,5,4,1,0,0,"neutral"
"20193",105928,"Male","disloyal Customer",40,"Business travel","Business",1491,1,1,1,2,1,1,1,1,5,3,4,3,4,1,9,10,"dissatisfied"
"23810",79176,"Female","disloyal Customer",20,"Business travel","Business",2422,4,0,4,3,4,2,2,4,3,4,5,2,4,2,12,26,"satisfied"
"18609",47119,"Male","Loyal Customer",27,"Personal Travel","Eco",784,1,4,2,5,4,2,4,4,4,4,4,4,4,4,24,47,"neutral"
"12674",2008,"Male","Loyal Customer",40,"Personal Travel","Eco Plus",351,1,3,1,3,3,1,4,3,1,1,2,4,2,3,0,0,"dissatisfied"
"1165",122896,"Female","Loyal Customer",48,"Business travel","Business",2416,1,1,1,1,2,5,5,5,5,5,5,4,5,3,0,0,"satisfied"
"22467",82212,"Male","Loyal Customer",49,"Business travel","Business",405,4,4,1,4,4,5,5,4,4,4,4,5,4,4,0,0,"satisfied"
"24018",101063,"Male","Loyal Customer",60,"Business travel","Business",1723,2,2,2,2,3,4,4,2,2,2,2,1,2,4,0,0,"neutral"
"2213",31017,"Male","Loyal Customer",18,"Personal Travel","Eco",391,2,5,2,3,4,2,4,4,3,3,5,1,5,4,12,6,"dissatisfied"
"17996",84535,"Male","Loyal Customer",32,"Business travel","Business",2615,3,2,2,2,3,3,3,3,4,1,4,4,4,3,0,0,"dissatisfied"
"13689",73298,"Female","Loyal Customer",59,"Business travel","Business",2411,3,3,3,3,5,4,4,4,4,4,4,4,4,5,20,16,"satisfied"
"20237",25801,"Male","Loyal Customer",51,"Personal Travel","Eco",762,2,1,2,3,5,2,5,5,3,5,4,4,3,5,22,7,"neutral"
"5565",14824,"Male","Loyal Customer",50,"Personal Travel","Business",314,1,4,1,2,4,4,5,3,3,1,3,4,3,4,0,0,"dissatisfied"
"17094",9416,"Female","disloyal Customer",22,"Business travel","Eco",299,4,2,4,1,4,4,4,4,4,2,5,4,5,4,0,6,"satisfied"
"24426",44377,"Female","Loyal Customer",63,"Business travel","Eco",229,5,3,3,3,4,4,2,5,5,5,5,4,5,1,21,42,"satisfied"
"17642",76267,"Female","disloyal Customer",16,"Business travel","Eco",1927,1,1,1,4,5,1,4,5,1,4,4,3,3,5,55,36,"neutral"
"2470",48528,"Female","Loyal Customer",39,"Business travel","Eco",433,3,5,1,5,3,5,3,3,1,1,1,1,5,3,0,0,"satisfied"
"12144",109595,"Female","Loyal Customer",53,"Business travel","Business",2456,5,5,5,5,3,4,4,5,5,5,5,5,5,4,75,85,"satisfied"
"18496",24222,"Female","Loyal Customer",64,"Business travel","Business",2866,1,5,5,5,2,3,3,1,1,1,1,3,1,3,0,6,"dissatisfied"
"6224",80053,"Male","Loyal Customer",12,"Personal Travel","Eco",950,2,0,2,3,2,2,2,2,1,5,5,3,1,2,0,0,"neutral"
"13795",24658,"Female","Loyal Customer",34,"Business travel","Eco",861,2,5,5,5,2,2,2,2,2,2,4,1,3,2,0,7,"dissatisfied"
"19419",99938,"Male","Loyal Customer",62,"Personal Travel","Eco Plus",764,2,4,2,1,3,2,5,3,4,3,4,5,5,3,6,20,"dissatisfied"
"14811",5480,"Male","Loyal Customer",60,"Personal Travel","Eco Plus",265,2,1,0,3,3,0,3,3,4,4,3,1,4,3,0,32,"neutral"
"18723",2311,"Female","disloyal Customer",22,"Business travel","Eco",272,1,2,1,4,4,1,4,4,4,1,3,1,3,4,0,0,"neutral"
"6909",49488,"Male","disloyal Customer",39,"Business travel","Eco",156,2,5,2,1,5,2,5,5,3,1,1,3,1,5,0,0,"neutral"
"15703",33962,"Male","Loyal Customer",47,"Business travel","Business",1576,5,5,5,5,2,4,5,4,4,4,4,4,4,3,0,0,"satisfied"
"17731",33154,"Male","Loyal Customer",64,"Personal Travel","Eco",163,3,5,3,2,2,3,2,2,4,4,4,3,4,2,0,9,"neutral"
"6623",50043,"Male","Loyal Customer",46,"Business travel","Eco",89,5,1,1,1,5,5,5,5,1,1,2,3,5,5,0,0,"satisfied"
"7728",99292,"Female","disloyal Customer",21,"Business travel","Business",935,4,0,4,1,1,4,1,1,5,4,4,5,5,1,7,0,"satisfied"
"8983",60629,"Male","Loyal Customer",51,"Business travel","Business",1620,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0,"satisfied"
"5001",1006,"Male","Loyal Customer",57,"Business travel","Business",2116,4,2,4,4,3,1,2,5,5,4,4,1,5,1,0,0,"satisfied"
"13534",45937,"Female","Loyal Customer",63,"Personal Travel","Eco",563,2,2,1,4,2,3,3,2,2,1,2,2,2,1,46,66,"neutral"
"5407",42103,"Female","Loyal Customer",28,"Business travel","Business",1910,1,1,1,1,4,4,4,4,1,1,3,4,5,4,30,28,"satisfied"
"22238",78984,"Female","Loyal Customer",32,"Business travel","Business",377,4,3,3,3,4,4,4,4,2,3,4,1,3,4,0,0,"dissatisfied"
"11849",4262,"Female","disloyal Customer",25,"Business travel","Business",502,5,4,5,2,1,5,1,1,5,3,5,5,4,1,0,0,"satisfied"
"20772",21406,"Male","disloyal Customer",23,"Business travel","Eco",356,4,1,4,3,5,4,5,5,3,2,5,4,5,5,20,13,"satisfied"
"21730",41448,"Female","Loyal Customer",52,"Business travel","Business",1504,4,4,4,4,5,4,5,4,4,4,4,4,4,4,12,4,"satisfied"
"14102",63835,"Female","Loyal Customer",49,"Business travel","Business",1172,4,4,4,4,3,4,4,4,4,5,4,3,4,5,0,3,"satisfied"
"18092",123487,"Female","disloyal Customer",21,"Business travel","Business",1032,4,2,4,3,3,4,3,3,4,4,5,3,5,3,16,0,"satisfied"
"12585",117385,"Female","disloyal Customer",32,"Business travel","Business",912,3,3,3,4,3,3,3,3,3,4,5,4,4,3,0,0,"dissatisfied"
"21085",71410,"Female","Loyal Customer",56,"Business travel","Business",1829,1,3,3,3,3,4,4,1,1,1,1,1,1,2,0,0,"dissatisfied"
"1835",59544,"Male","Loyal Customer",24,"Business travel","Business",787,3,3,3,3,5,5,5,5,3,4,5,4,5,5,58,50,"satisfied"
"3111",72808,"Female","Loyal Customer",59,"Personal Travel","Eco",1045,2,5,2,4,3,5,4,4,4,2,4,4,4,4,0,0,"dissatisfied"
"9453",126242,"Male","Loyal Customer",69,"Business travel","Business",3044,4,4,3,4,3,4,3,1,1,1,4,2,1,3,0,0,"dissatisfied"
"6309",80210,"Female","Loyal Customer",60,"Personal Travel","Eco Plus",2475,1,1,1,3,1,5,4,4,1,4,3,4,4,4,0,0,"dissatisfied"
"21099",8645,"Female","Loyal Customer",39,"Business travel","Business",2977,3,1,3,3,5,5,5,4,4,4,4,4,4,3,0,19,"satisfied"
"25633",874,"Male","disloyal Customer",20,"Business travel","Business",134,0,0,0,3,3,0,3,3,3,3,5,4,5,3,66,67,"satisfied"
"8275",70070,"Female","Loyal Customer",38,"Personal Travel","Business",460,3,5,3,4,3,5,4,4,4,3,4,4,4,3,0,0,"neutral"
"19852",17705,"Male","Loyal Customer",39,"Business travel","Business",311,2,3,4,3,2,4,4,2,2,2,2,3,2,2,0,6,"neutral"
"25442",107344,"Female","disloyal Customer",23,"Business travel","Business",632,4,5,3,4,3,3,4,3,4,4,5,4,4,3,24,19,"satisfied"
"10517",30131,"Male","Loyal Customer",20,"Personal Travel","Eco",95,3,4,3,3,4,3,4,4,2,4,2,1,2,4,0,0,"neutral"
"23761",53658,"Male","Loyal Customer",41,"Business travel","Business",1981,5,5,5,5,3,4,4,4,4,4,4,3,4,3,0,0,"satisfied"
"4172",67557,"Female","Loyal Customer",40,"Business travel","Business",3444,1,1,1,1,2,5,5,4,4,4,4,5,4,3,32,21,"satisfied"
"21598",102660,"Male","disloyal Customer",37,"Business travel","Business",255,5,5,5,2,4,5,4,4,5,4,5,5,4,4,3,0,"satisfied"
"15390",43559,"Male","Loyal Customer",45,"Business travel","Eco",637,5,5,4,4,5,5,5,5,5,4,3,2,3,5,0,0,"satisfied"
"7385",6639,"Male","Loyal Customer",43,"Business travel","Business",416,3,3,3,3,2,5,4,5,5,5,5,3,5,3,50,56,"satisfied"
"7090",29807,"Male","Loyal Customer",35,"Business travel","Business",3483,3,3,3,3,4,2,2,4,4,4,4,5,4,4,0,5,"satisfied"
"6518",45282,"Female","Loyal Customer",36,"Business travel","Eco",188,4,4,4,4,4,4,4,4,3,2,5,4,4,4,0,0,"satisfied"
"10563",109759,"Female","Loyal Customer",18,"Personal Travel","Eco Plus",587,1,4,1,1,5,1,5,5,4,2,4,5,5,5,0,0,"neutral"
"18547",1602,"Female","Loyal Customer",10,"Personal Travel","Eco",140,3,0,0,1,1,0,1,1,3,5,5,4,5,1,35,24,"dissatisfied"
"5497",121981,"Male","Loyal Customer",38,"Business travel","Business",130,2,2,2,2,3,5,5,5,5,4,4,3,5,5,0,0,"satisfied"
"15186",97454,"Male","Loyal Customer",54,"Business travel","Business",670,3,3,3,3,4,4,5,4,4,4,4,4,4,4,0,7,"satisfied"
"10848",94877,"Male","Loyal Customer",68,"Business travel","Business",3939,1,5,5,5,3,3,2,1,1,1,1,1,1,1,17,16,"neutral"
"24017",53584,"Male","Loyal Customer",34,"Business travel","Business",391,3,3,3,3,1,4,1,4,4,4,4,1,4,4,75,67,"satisfied"
"13670",83369,"Male","Loyal Customer",72,"Business travel","Business",1124,5,4,4,4,3,2,3,5,5,4,5,1,5,4,24,11,"dissatisfied"
"17066",82974,"Male","disloyal Customer",20,"Business travel","Business",1127,4,0,4,3,5,4,5,5,3,5,5,5,5,5,21,20,"satisfied"
"25894",4723,"Female","Loyal Customer",45,"Business travel","Business",3542,1,1,2,1,3,4,4,1,1,1,1,4,1,2,0,0,"neutral"
"23466",36167,"Male","Loyal Customer",53,"Business travel","Eco",1674,3,1,1,1,3,3,3,3,1,1,2,4,2,3,7,0,"dissatisfied"
"11360",104027,"Male","Loyal Customer",50,"Business travel","Business",1262,4,4,4,4,2,5,5,5,5,4,5,5,5,4,25,52,"satisfied"
"1562",52230,"Female","disloyal Customer",46,"Business travel","Eco",370,0,5,0,5,2,0,2,2,4,3,4,4,5,2,0,0,"satisfied"
"22925",125870,"Male","Loyal Customer",47,"Business travel","Business",993,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0,0,"satisfied"
"15764",129170,"Female","Loyal Customer",47,"Personal Travel","Eco",954,1,1,0,3,1,4,3,4,4,0,4,3,4,4,0,0,"neutral"
"3814",5322,"Female","Loyal Customer",68,"Personal Travel","Eco Plus",383,2,5,2,3,5,4,3,4,4,2,4,4,4,2,0,0,"neutral"
"15508",49002,"Male","Loyal Customer",49,"Business travel","Eco",109,5,1,1,1,5,5,5,5,3,2,5,3,3,5,0,2,"satisfied"
"25565",26860,"Female","disloyal Customer",39,"Business travel","Business",224,4,4,4,3,5,4,5,5,2,4,2,4,5,5,0,2,"dissatisfied"
"20436",67631,"Male","Loyal Customer",53,"Business travel","Business",1188,4,4,4,4,4,4,4,4,4,4,4,3,4,5,0,0,"satisfied"
"16222",119458,"Female","Loyal Customer",57,"Personal Travel","Business",759,2,4,2,3,4,4,4,4,4,2,4,3,4,4,0,41,"neutral"
"10153",33441,"Female","Loyal Customer",57,"Personal Travel","Eco",2355,4,4,4,1,4,3,2,4,4,3,5,2,4,2,0,11,"dissatisfied"
"8176",109549,"Female","Loyal Customer",31,"Personal Travel","Eco",951,3,4,3,1,4,3,4,4,1,1,4,4,2,4,3,3,"neutral"
"10833",35968,"Female","Loyal Customer",7,"Personal Travel","Eco",231,1,5,1,1,4,1,2,4,5,4,5,3,3,4,0,0,"dissatisfied"
"5567",28491,"Female","disloyal Customer",9,"Business travel","Eco",1050,2,3,3,4,2,4,4,4,5,3,4,4,2,4,0,12,"neutral"
"17746",57681,"Female","Loyal Customer",53,"Business travel","Business",1769,3,3,3,3,4,4,4,5,5,5,5,3,5,3,3,0,"satisfied"
"15080",89347,"Female","disloyal Customer",60,"Business travel","Eco",1587,1,1,1,3,2,1,2,2,3,3,3,2,3,2,0,11,"neutral"
"12531",125138,"Female","Loyal Customer",51,"Business travel","Business",1765,1,1,1,1,3,4,5,4,4,4,4,3,4,4,0,0,"satisfied"
"18538",31921,"Female","disloyal Customer",24,"Business travel","Eco",101,2,0,3,3,5,3,5,5,4,4,4,4,5,5,0,0,"neutral"
"20343",19811,"Female","disloyal Customer",38,"Business travel","Eco",413,1,3,2,4,2,2,2,5,5,3,3,2,3,2,185,176,"dissatisfied"
"6155",112739,"Female","Loyal Customer",59,"Business travel","Business",723,5,5,5,5,2,5,4,4,4,4,4,3,4,4,7,0,"satisfied"
"21105",119777,"Female","Loyal Customer",42,"Business travel","Business",2666,2,1,1,1,4,4,4,2,2,3,2,2,2,1,2,54,"dissatisfied"
"16770",86678,"Male","Loyal Customer",31,"Business travel","Eco Plus",952,2,1,1,1,2,2,2,2,1,4,4,1,4,2,0,0,"neutral"
"10643",50355,"Female","disloyal Customer",24,"Business travel","Eco",86,5,0,5,4,3,5,4,3,4,2,5,3,3,3,0,0,"satisfied"
"8333",96120,"Male","Loyal Customer",15,"Business travel","Business",1848,5,5,5,5,5,5,5,5,5,2,4,3,5,5,68,63,"satisfied"
"31",67551,"Male","Loyal Customer",43,"Personal Travel","Business",1235,1,5,1,1,1,1,4,3,3,1,5,4,3,5,0,0,"neutral"
"14238",96815,"Female","Loyal Customer",47,"Business travel","Business",816,3,3,3,3,2,4,4,5,5,5,5,4,5,5,2,0,"satisfied"
"13427",92004,"Male","Loyal Customer",52,"Business travel","Business",1589,1,1,1,1,3,4,5,3,3,3,3,3,3,5,0,0,"satisfied"
"25660",71904,"Male","Loyal Customer",19,"Personal Travel","Eco",1846,1,5,1,2,2,1,2,2,4,1,4,1,4,2,0,0,"neutral"
"20574",75614,"Male","Loyal Customer",48,"Personal Travel","Eco",337,3,4,3,3,4,3,4,4,4,2,4,4,5,4,0,5,"dissatisfied"
"20170",27879,"Female","Loyal Customer",40,"Personal Travel","Eco Plus",1448,2,2,2,4,2,2,1,2,4,2,4,1,4,2,9,0,"neutral"
